Job,ProJob,ID,Name,Nome,Max level,Mp cost at level 1,Type,Pre-requisite 1 ID,Pre-requisite 1 Level,Pre-requisite 2 ID,Pre-requisite 2 Level,Pre-requisite 3 ID,Pre-requisite 3 Level,Cooldown,Duration,Atk,Atk %,Def,Def %,Dex,Dex %,Agi,Agi %,Crit atk %,Crit def %,Stun atk mod,Stun def mod,Stun dur mod,Block atk mod,Block def mod,Block dur mod,Blood atk mod,Blood def mod,Blood dur mod,Poison atk mod,Poison def mod,Poison dur mod,Silence atk mod,Silence def mod,Silence dur mod,Elem,Efeito.,Descrição.,Effect.,Description.,
0,1,17,Warm up,Aquecimento,5,80,support,15,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta temporariamente todos os atributos positivos em até 50%.,Preparação para a batalha que deixa o Lorde de sangue quente aumentando suas habilidades.,Effect.,Description.,
0,1,18,Stunning training,Treinamento atordoante,5,-1,passive,16,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente a destreza e agilidade em até 15 e a chance de ataques físicos normais atordoarem em até 20%.,Treinamento específico para dar mais rapidez ao Lorde e focar nos pontos de atordoamento do inimigo.,Effect.,Description.,
0,1,19,Weapon mastery,Maestria de arma,5,-1,passive,17,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente o bônus de ataque físico da arma em até 50%.,Treinamento que permite ao Lorde utilizar melhor sua arma.,Effect.,Description.,
0,1,20,Nobility,Nobreza,5,90,support,18,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Poupa a vida do inimigo se a sua vida está mais cheia que a dele quando ele está abaixo de até 15% da vida ganhando a experiência.,Lorde poupa a vida de seu inimigo se estiver mais forte que ele ganhando a experiência da batalha.,Effect.,Description.,
0,1,21,Fatal hit,Ataque fatal,5,150,offensive,19,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataque físico com dano adicional de até 300 + 300% aumenta a chance de receber ataques críticos em até 50%.,Ataque físico extremamente poderoso que causa dano colossal porém expõe o Lorde a ataques críticos.,Effect.,Description.,
0,1,22,Blood gain,Ganho de sangue,5,150,support,20,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta temporariamente a vida em até 200% por uma longa duração.,Descrição.,Effect.,Description.,
0,1,23,Training results,Resultado do treino,5,-1,passive,21,3,22,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente o efeito do treinamento dos atributos em até 20%.,O resultado de todo o treinamento finalmente começa a aparecer.,Effect.,Description.,
0,2,14,Shielder training,Treinamento de Escudeiro,5,-1,passive,-1,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente a vida máxima o ataque físico e a defesa física em até 1100 25 e 45.,Intenso treinamento físico que faz parte da preparação para se tornar um Escudeiro.,Effect.,Description.,
0,2,15,Shield attack,Ataque de escudo,5,80,offensive,24,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataca usando até 150% da defesa física ao invés do ataque físico para o cálculo de dano físico.,Ataque que usa o escudo ao invés da espada causando dano de acordo com a defesa física.,Effect.,Description.,
0,2,16,Improved block,Bloqueio melhorado,5,80,passive,24,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Chance permanente de até 30% de bloquear o ataque físico do inimigo.,Treinamento que melhora a técnica de bloqueio do Escudeiro.,Effect.,Description.,
0,2,17,Magic defense,Defesa mágica,5,-1,passive,25,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente a defesa mágica em até 50%.,Treinamento que aumenta a habilidade do Escudeiro de defender magia.,Effect.,Description.,
0,2,18,Closed defense,Defesa fechada,5,-1,passive,26,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Diminui permanentemente a chance de receber ataque crítico em até 75%.,Fecha a defesa diminuindo a chance do Escudeiro receber ataques críticos.,Effect.,Description.,
0,2,19,Poison resistance,Resistência a veneno,5,-1,passive,27,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Diminui permanentemente a chance de sofrer envenenamento em até 50%.,Preparação prévia que permite ao Escudeiro defender ataques venenosos com mais frequência.,Effect.,Description.,
0,2,20,Spiky,Espinhoso,5,120,support,28,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Chance de até 70% de bloquear temporariamente todos os ataques inimigos devolvendo até 100% do dano bloqueado. Fica atordoado neste período.,Prepara uma defesa espinhosa que faz o inimigo se machucar ao atacar. Manter a defesa requer atenção total do Escudeiro.,Effect.,Description.,
0,2,21,Salvation,Salvação,5,120,support,29,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Reduz temporariamente todos os danos a 0. O Escudeiro pode atacar e usar itens neste período. ApÃ³s seu término chance de até 30% de reduzir a vida em até 30%.,Monta a defesa máxima sem impedir o Escudeiro de se movimentar. O esforço desta técnica pode machucar o Escudeiro apÃ³s o seu término.,Effect.,Description.,
0,2,22,Skill,Habilidade,5,150,support,30,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
0,2,23,Skill,Habilidade,5,150,support,31,3,32,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,0,0,Flame,Chama,5,20,offensive,-1,3,-1,3,-1,3,20,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire,Ataque mágico de fogo com dano adicional de até 10.,Magia básica de fogo.,Effect.,Basic fire magic.,
1,0,1,Wave,Onda,5,20,offensive,-1,3,-1,3,-1,3,20,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,water,Ataque mágico de água com dano adicional de até 10.,Magia básica de água.,Effect.,Basic water magic.,
1,0,2,Meditation,Meditação,5,-1,passive,-1,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanente o ataque mágico em até 10 + 20%.,Treino de ataque mágico que aumenta o dano mágico causado a inimigos.,Effect.,Magical training that increases magical damage.,
1,0,3,Blow,Sopro,5,30,offensive,34,3,-1,3,-1,3,20,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air,Ataque mágico de ar com dano adicional de até 10.,Magia básica de ar.,Effect.,Basic air magic.,
1,0,4,Shake,Tremida,5,30,offensive,35,3,-1,3,-1,3,20,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth,Ataque mágico de terra com dano adicional de até 10.,Magia básica de terra.,Effect.,Basic earth magic.,
1,0,5,Magic Atk,Ataque mágico,5,30,offensive,36,3,-1,3,-1,3,50,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataque mágico neutro com dano adicional de até 25.,Poderoso ataque mágico não elemental.,Effect.,Powerful non-elemental magic.,
1,0,6,Tornado,Tornado,5,50,offensive,37,3,-1,3,-1,3,50,-1,5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air,Ataque mágico de ar com dano adicional de até 25 + 10%.,Magia intermediária de ar.,Effect.,Intermediate air magic.,
1,0,7,Tsunami,Tsunami,5,50,offensive,38,3,-1,3,-1,3,50,-1,5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,water,Ataque mágico de água com dano adicional de até 25 + 10%.,Magia intermediária de água.,Effect.,Intermediate water magic.,
1,0,8,Magic resistance,Resistência mágica,5,-1,passive,39,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanente a defesa mágica em até 10 + 20%.,Treino de defesa mágica que reduz o dano mágico recebido de inimigos.,Effect.,Magical defense training.,
1,0,9,Swamp,Pantâno,5,50,offensive,40,3,-1,3,-1,3,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Reduz temporariamente a agilidade do oponente em até 20%.,Cria um pântano sob os pés do oponente diminuindo a agilidade de seus movimentos.,Effect.,Creates a swamp under the foot of enemies reducing their agi.,
1,0,10,Heal,Cura,5,70,support,41,3,-1,3,-1,3,100,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Restaura a vida em até 20% (sem ultrapassar a vida máxima). Aliados recebem até 10% de restauração suas manas também são consumidas. A cura aumenta com o atk mag até 25%.,Converte a energia mística em energia vital para o usuário e seus aliados.,Effect.,Converts mystical energy in vital energy for you and your allies.,
1,0,11,Mystic inspiration,Inspiração mística,5,70,support,42,3,-1,3,-1,3,200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta temporariamente o ataque e defesa mágicos em até 20%.,Inspiração vinda da energia mística do universo que permite ao mago amplificar seus poderes mágicos.,Effect.,Inspiration from the mystical energy of the universe that amplifies your magical powers.,
1,0,12,Blaze,Fogaréu,5,70,offensive,43,3,-1,3,-1,3,50,-1,5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire,Ataque mágico de fogo com dano adicional de até 25 + 10%.,Magia avançada de fogo.,Effect.,Advanced fire magic.,
1,0,13,Earthquake,Terremoto,5,80,offensive,44,3,-1,3,-1,3,50,-1,5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth,Ataque mágico de terra com dano adicional de até 25 + 10%.,Magia avançada de terra.,Effect.,Advanced earth magic.,
1,0,14,Mystic atack,Ataque místico,5,80,offensive,45,3,-1,3,-1,3,100,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataca a vida e mana ao mesmo tempo.,Ataque que reduz a vida e a energia mística do inimigo.,Effect.,Attack that hits the vital and mystical energies simultaneously.,
1,1,15,Archmage training,Treinamento de Arquimago,5,-1,passive,-1,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente o mp máximo o ataque mágico e a defesa mágica em até 1100 45 e 25.,Intenso treinamento mágico que faz parte da preparação para se tornar um Arquimago.,Effect.,Description.,
1,1,16,Inherent magic,Magia inerente,5,120,offensive,49,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataque mágico com o elemento do cajado com dano adicional de até 50% do bônus de ataque mágico.,Usa o poder mágico inerente do cajado para causar um ataque poderoso com o elemento dele.,Effect.,Description.,
1,1,17,Life flip,Inversão de vida,5,120,support,49,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Troca temporariamente a vida e mana do inimigo chance de atordoar de até 10%.,Magia que transforma a energia vital do inimigo em energia mística e vice-versa. O processo pode atordoar o inimigo.,Effect.,Description.,
1,1,18,Thunderstruck,Raios e trovões,5,120,offensive,50,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thunder,Ataque mágico de trovão com dano adicional de até 100 e até 1% de chance de atacar o usuário a depender da dex.,Conjura um raio na cabeça do inimigo. Cuidado para não acertar a sua prÃ³pria cabeça.,Effect.,Description.,
1,1,19,Ying yang,Ying yang,5,400,offensive,51,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataque mágico de luz e trevas com dano adicional de até 200.,Conjura a luz e escuridão interiores da criatura para atacá-la.,Effect.,Description.,
1,1,20,Supersonic conjuration,Conjuração supersônica,5,-1,passive,52,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Reduz o tempo de carregamento das magias em até 50%.,Descrição.,Effect.,Description.,
1,1,21,Energy steal,Roubo de energia,5,400,passive,53,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Drena até 200 de mana da criatura.,Descrição.,Effect.,Description.,
1,1,22,Skill,Habilidade,5,750,passive,54,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,1,23,Skill,Habilidade,5,750,passive,55,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,1,24,Total annihilation,Aniquilação total,5,2000,offensive,56,3,57,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,2,15,Healer training,Treinamento de Curandeiro,5,-1,passive,-1,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumenta permanentemente o mp máximo o ataque mágico e a defesa mágica em até 1100 25 e 45.,Intenso treinamento mágico que faz parte da preparação para se tornar um Curandeiro.,Effect.,Description.,
1,2,16,Skill,Habilidade,5,20,passive,59,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,2,17,Regen,Regen,5,120,passive,59,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,2,18,Auto regen,Auto regen,5,-1,passive,60,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Regeneração automática e permanente de até 10% da vida a cada turno. Consome mp cada vez que a vida é regenerada.,O Curandeiro invoca uma aura mágica que permite que sua energia mística seja continuamente convertida em vida.,Effect.,Description.,
1,2,19,Health,Saúde,5,120,support,61,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Elimina os efeitos negativos inflingidos no usuário. Cada nível adiciona um efeito.,O Curandeiro usa sua magia defensiva para recuperar sua saúde eliminando qualquer mal-estar causado por inimigos.,Effect.,Description.,
1,2,20,Skill,Habilidade,5,-1,passive,62,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Chance permanente baseada nas agilidades do Curandeiro e do inimigo de converter até 100% de qualquer dano mágico recebido em vida.,Escudo mágico criado antes de cada ataque inimigo que converte o dano mágico em vida. O escudo precisa ser preparado antes que o ataque o alcance.,Effect.,Description.,
1,2,21,Goodness warrior,Goodness warrior,5,400,passive,63,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição..,Effect.,Description.,
1,2,22,Celestial angels,Anjos celestes,5,400,support,64,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Reduz temporariamente todos os danos mágicos em até 100%.,Anjos descem para ajudar o Curandeiro formando ao seu redor uma barreira mágica impenetrável.,Effect.,Description.,
1,2,23,Skill,Habilidade,5,800,passive,65,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
1,2,24,Skill,Habilidade,5,1200,passive,66,3,67,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Efeito.,Descrição.,Effect.,Description.,
2,0,0,Strong shot,Flechada forte,5,15,offensive,-1,3,-1,3,-1,3,20,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataque físico com dano adicional de até 10.,O prÃ³prio nome da habilidade já diz tudo.,Effect.,The skill name is self-descriptive.,
2,0,1,Archery,Arco e flecha,5,-1,passive,-1,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Aumento permanente na destreza de até 5 e na agilidade de até 2.,Treinamento de tiro a alvos mÃ³veis que permite ao arqueiro aumentar sua destreza e agilidade.,Effect.,Training shooting moving targets to increase your dex and agi.,
2,0,2,Fire shot,Flechada flamejante,5,20,offensive,-1,3,-1,3,-1,3,30,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire,Ataque físico e mágico de fogo com dano adicional de até 10.,Flechada que incorpora magia de fogo.,Effect.,Shot that incorporates fire magic.,
2,0,3,Double shot,Flechada dupla,5,50,offensive,69,3,-1,3,-1,3,50,-1,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Ataque físico duplo porém com destreza reduzida em até 50%.,Disparo com duas flechas ao mesmo tempo. Assim fica mais difícil de mirar né?,Effect.,Shooting two arrows at the same time. Not so easy to aim this way right?,
2,0,4,Arrow expertise,Perícia em flechas,5,-1,passive,70,3,-1,3,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,Permite o uso de flechas mais poderosas (nv 1: flechas de aço da montanha e lunar nv 2: flecha do oceano nv 3: flecha de magma nv 4: flechas elementais nv 5: flechas especiais).,Estudo dos diferentes tipos de flechas que permite ao arqueiro usar flechas mais poderosas e com propriedades especiais.,Effect.,Study of the different arrow types that allow you to use more powerful and special arrows.,
2,0,5,Snow shot,Flechada de neve,5,20,offensive,72,3,-1,3,-1,3,30,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow,Ataque físico e mágico de neve com dano adicional de até 10.,Flechada que incorpora magia de neve.,Effect.,Shot that incorporates snow magic.,
2,0,6,Deep shot,Flechada penetrante,5,30,offensive,73,3,-1,3,-1,3,50,-1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,neutral,Ataque físico com chance adicional de até 50% de crítico e de até 30% de causar sangramento.,Flechada mirada pra penetrar as defesas do inimigo e causar uma ferida aberta.,Effect.,Shot aiming to penetrate the enemy defense and cause an open wound.,
