ID,Name,Description
163,sunny sword,-
164,sunny shield,-
165,sunny armor,-
166,indigenous sword,-
167,indigenous shield,-
168,indigenous armor,-
169,underwater sword,-
170,underwater shield,-
171,underwater armor,-
172,blast sword,-
173,blast shield,-
174,blast armor,-
175,sword of determination,-
176,shield of determination,-
177,armor of determination,-
178,earthquake sword,-
179,earthquake shield,-
180,earthquake armor,-
181,eruption sword,-
182,eruption shield,-
183,eruption armor,-
184,nuclear sword,-
185,nuclear shield,-
186,nuclear armor,-
187,dragon sword,-
188,dragon shield,-
189,dragon armor,-
190,popsicle sword,-
191,popsicle shield,-
192,popsicle armor,-
193,polar sword,-
194,polar shield,-
195,polar armor,-
196,aurora sword,-
197,aurora shield,-
198,aurora armor,-
199,knight adventure emblem,-
200,wood staff,-
201,wood shield,-
202,wood armor,-
203,copper staff,-
204,copper shield,-
205,copper armor,-
206,heavy staff,-
207,heavy shield,-
208,heavy armor,-
209,mountain staff,-
210,mountain shield,-
211,mountain armor,-
212,mage's staff,-
213,mage's shield,-
214,mage's armor,-
215,phenomenal staff,-
216,phenomenal shield,-
217,phenomenal armor,-
218,epicenter staff,-
219,epicenter shield,-
220,epicenter armor,-
221,dimensional staff,-
222,dimensional shield,-
223,dimensional armor,-
224,pirate staff,-
225,pirate shield,-
226,pirate armor,-
227,epic staff,-
228,epic shield,-
229,epic armor,-
230,arcane staff,-
231,arcane shield,-
232,arcane armor,-
233,lunar staff,-
234,lunar shield,-
235,lunar armor,-
236,fierce staff,-
237,fierce shield,-
238,fierce armor,-
239,curvy staff,-
240,curvy shield,-
241,curvy armor,-
242,kinky staff,-
243,kinky shield,-
244,kinky armor,-
245,forest staff,-
246,forest shield,-
247,forest armor,-
248,excavation staff,-
249,excavation shield,-
250,excavation armor,-
251,secular staff,-
252,secular shield,-
253,secular armor,-
254,crystal staff,-
255,crystal shield,-
256,crystal armor,-
257,cave staff,-
258,cave shield,-
259,cave armor,-
260,tropical staff,-
261,tropical shield,-
262,tropical armor,-
263,curly staff,-
264,curly shield,-
265,curly armor,-
266,island staff,-
267,island shield,-
268,island armor,-
269,ocean staff,-
270,ocean shield,-
271,ocean armor,-
272,magma staff,-
273,magma shield,-
274,magma armor,-
275,chocolate staff,-
276,chocolate shield,-
277,chocolate armor,-
278,fenix staff,-
279,fenix shield,-
280,fenix armor,-
281,explosive staff,-
282,explosive shield,-
283,explosive armor,-
284,melting staff,-
285,melting shield,-
286,melting armor,-
287,volcano staff,-
288,volcano shield,-
289,volcano armor,-
290,icy staff,-
291,icy shield,-
292,icy armor,-
293,winter staff,-
294,winter shield,-
295,winter armor,-
296,snowman staff,-
297,snowman shield,-
298,snowman armor,-
299,mage emblem,-
300,toy staff,-
301,toy shield,-
302,toy armor,-
303,handicrafted staff,-
304,handicrafted shield,-
305,handicrafted armor,-
306,dreamer's staff,-
307,dreamer's shield,-
308,dreamer's armor,-
309,light staff,-
310,light shield,-
311,light armor,-
312,courage staff,-
313,courage shield,-
314,courage armor,-
315,partner's staff,-
316,partner's shield,-
317,partner's armor,-
318,sound staff,-
319,sound shield,-
320,sound armor,-
321,wild staff,-
322,wild shield,-
323,wild armor,-
324,love staff,-
325,love shield,-
326,love armor,-
327,ninja staff,-
328,ninja shield,-
329,ninja armor,-
330,replenishing staff,-
331,replenishing shield,-
332,replenishing armor,-
333,energy staff,-
334,energy shield,-
335,energy armor,-
336,spiky staff,-
337,spiky shield,-
338,spiky armor,-
339,swampy staff,-
340,swampy shield,-
341,swampy armor,-
342,misty staff,-
343,misty shield,-
344,misty armor,-
345,glorious staff,-
346,glorious shield,-
347,glorious armor,-
348,dark staff,-
349,dark shield,-
350,dark armor,-
351,punk staff,-
352,punk shield,-
353,punk armor,-
354,cracked staff,-
355,cracked shield,-
356,cracked armor,-
357,crusty staff,-
358,crusty shield,-
359,crusty armor,-
360,sandy staff,-
361,sandy shield,-
362,sandy armor,-
363,sunny staff,-
364,sunny shield,-
365,sunny armor,-
366,indigenous staff,-
367,indigenous shield,-
368,indigenous armor,-
369,underwater staff,-
370,underwater shield,-
371,underwater armor,-
372,blast staff,-
373,blast shield,-
374,blast armor,-
375,staff of determination,-
376,shield of determination,-
377,armor of determination,-
378,earthquake staff,-
379,earthquake shield,-
380,earthquake armor,-
381,eruption staff,-
382,eruption shield,-
383,eruption armor,-
384,nuclear staff,-
385,nuclear shield,-
386,nuclear armor,-
387,dragon staff,-
388,dragon shield,-
389,dragon armor,-
390,popsicle staff,-
391,popsicle shield,-
392,popsicle armor,-
393,polar staff,-
394,polar shield,-
395,polar armor,-
396,aurora staff,-
397,aurora shield,-
398,aurora armor,-
399,mage adventure emblem,-
400,wood bow,-
401,wood bandana,-
402,wood armor,-
403,copper bow,-
404,copper bandana,-
405,copper armor,-
406,heavy bow,-
407,heavy bandana,-
408,heavy armor,-
409,mountain bow,-
410,mountain bandana,-
411,mountain armor,-
412,archer's bow,-
413,archer's bandana,-
414,archer's armor,-
415,phenomenal bow,-
416,phenomenal bandana,-
417,phenomenal armor,-
418,epicenter bow,-
419,epicenter bandana,-
420,epicenter armor,-
421,dimensional bow,-
422,dimensional bandana,-
423,dimensional armor,-
424,pirate bow,-
425,pirate bandana,-
426,pirate armor,-
427,epic bow,-
428,epic bandana,-
429,epic armor,-
430,arcane bow,-
431,arcane bandana,-
432,arcane armor,-
433,lunar bow,-
434,lunar bandana,-
435,lunar armor,-
436,fierce bow,-
437,fierce bandana,-
438,fierce armor,-
439,curvy bow,-
440,curvy bandana,-
441,curvy armor,-
442,kinky bow,-
443,kinky bandana,-
444,kinky armor,-
445,forest bow,-
446,forest bandana,-
447,forest armor,-
448,excavation bow,-
449,excavation bandana,-
450,excavation armor,-
451,secular bow,-
452,secular bandana,-
453,secular armor,-
454,crystal bow,-
455,crystal bandana,-
456,crystal armor,-
457,cave bow,-
458,cave bandana,-
459,cave armor,-
460,tropical bow,-
461,tropical bandana,-
462,tropical armor,-
463,curly bow,-
464,curly bandana,-
465,curly armor,-
466,island bow,-
467,island bandana,-
468,island armor,-
469,ocean bow,-
470,ocean bandana,-
471,ocean armor,-
472,magma bow,-
473,magma bandana,-
474,magma armor,-
475,chocolate bow,-
476,chocolate bandana,-
477,chocolate armor,-
478,fenix bow,-
479,fenix bandana,-
480,fenix armor,-
481,explosive bow,-
482,explosive bandana,-
483,explosive armor,-
484,melting bow,-
485,melting bandana,-
486,melting armor,-
487,volcano bow,-
488,volcano bandana,-
489,volcano armor,-
490,icy bow,-
491,icy bandana,-
492,icy armor,-
493,winter bow,-
494,winter bandana,-
495,winter armor,-
496,snowman bow,-
497,snowman bandana,-
498,snowman armor,-
499,archer emblem,-
500,toy bow,-
501,toy bandana,-
502,toy armor,-
503,handicrafted bow,-
504,handicrafted bandana,-
505,handicrafted armor,-
506,dreamer's bow,-
507,dreamer's bandana,-
508,dreamer's armor,-
509,light bow,-
510,light bandana,-
511,light armor,-
512,courage bow,-
513,courage bandana,-
514,courage armor,-
515,partner's bow,-
516,partner's bandana,-
517,partner's armor,-
518,sound bow,-
519,sound bandana,-
520,sound armor,-
521,wild bow,-
522,wild bandana,-
523,wild armor,-
524,love bow,-
525,love bandana,-
526,love armor,-
527,ninja bow,-
528,ninja bandana,-
529,ninja armor,-
530,replenishing bow,-
531,replenishing bandana,-
532,replenishing armor,-
533,energy bow,-
534,energy bandana,-
535,energy armor,-
536,spiky bow,-
537,spiky bandana,-
538,spiky armor,-
539,swampy bow,-
540,swampy bandana,-
541,swampy armor,-
542,misty bow,-
543,misty bandana,-
544,misty armor,-
545,glorious bow,-
546,glorious bandana,-
547,glorious armor,-
548,dark bow,-
549,dark bandana,-
550,dark armor,-
551,punk bow,-
552,punk bandana,-
553,punk armor,-
554,cracked bow,-
555,cracked bandana,-
556,cracked armor,-
557,crusty bow,-
558,crusty bandana,-
559,crusty armor,-
560,sandy bow,-
561,sandy bandana,-
562,sandy armor,-
563,sunny bow,-
564,sunny bandana,-
565,sunny armor,-
566,indigenous bow,-
567,indigenous bandana,-
568,indigenous armor,-
569,underwater bow,-
570,underwater bandana,-
571,underwater armor,-
572,blast bow,-
573,blast bandana,-
574,blast armor,-
575,bow of determination,-
576,bandana of determination,-
577,armor of determination,-
578,earthquake bow,-
579,earthquake bandana,-
580,earthquake armor,-
581,eruption bow,-
582,eruption bandana,-
583,eruption armor,-
584,nuclear bow,-
585,nuclear bandana,-
586,nuclear armor,-
587,dragon bow,-
588,dragon bandana,-
589,dragon armor,-
590,popsicle bow,-
591,popsicle bandana,-
592,popsicle armor,-
593,polar bow,-
594,polar bandana,-
595,polar armor,-
596,aurora bow,-
597,aurora bandana,-
598,aurora armor,-
599,acher adventure emblem,-
600,wood claws,-
601,wood shield,-
602,wood armor,-
603,copper claws,-
604,copper shield,-
605,copper armor,-
606,heavy claws,-
607,heavy shield,-
608,heavy armor,-
609,mountain claws,-
610,mountain shield,-
611,mountain armor,-
612,animal's claws,-
613,animal's shield,-
614,animal's armor,-
615,phenomenal claws,-
616,phenomenal shield,-
617,phenomenal armor,-
618,epicenter claws,-
619,epicenter shield,-
620,epicenter armor,-
621,dimensional claws,-
622,dimensional shield,-
623,dimensional armor,-
624,pirate claws,-
625,pirate shield,-
626,pirate armor,-
627,epic claws,-
628,epic shield,-
629,epic armor,-
630,arcane claws,-
631,arcane shield,-
632,arcane armor,-
633,lunar claws,-
634,lunar shield,-
635,lunar armor,-
636,fierce claws,-
637,fierce shield,-
638,fierce armor,-
639,curvy claws,-
640,curvy shield,-
641,curvy armor,-
642,kinky claws,-
643,kinky shield,-
644,kinky armor,-
645,forest claws,-
646,forest shield,-
647,forest armor,-
648,excavation claws,-
649,excavation shield,-
650,excavation armor,-
651,secular claws,-
652,secular shield,-
653,secular armor,-
654,crystal claws,-
655,crystal shield,-
656,crystal armor,-
657,cave claws,-
658,cave shield,-
659,cave armor,-
660,tropical claws,-
661,tropical shield,-
662,tropical armor,-
663,curly claws,-
664,curly shield,-
665,curly armor,-
666,island claws,-
667,island shield,-
668,island armor,-
669,ocean claws,-
670,ocean shield,-
671,ocean armor,-
672,magma claws,-
673,magma shield,-
674,magma armor,-
675,chocolate claws,-
676,chocolate shield,-
677,chocolate armor,-
678,fenix claws,-
679,fenix shield,-
680,fenix armor,-
681,explosive claws,-
682,explosive shield,-
683,explosive armor,-
684,melting claws,-
685,melting shield,-
686,melting armor,-
687,volcano claws,-
688,volcano shield,-
689,volcano armor,-
690,icy claws,-
691,icy shield,-
692,icy armor,-
693,winter claws,-
694,winter shield,-
695,winter armor,-
696,snowman claws,-
697,snowman shield,-
698,snowman armor,-
699,animal emblem,-
700,toy claws,-
701,toy shield,-
702,toy armor,-
703,handicrafted claws,-
704,handicrafted shield,-
705,handicrafted armor,-
706,dreamer's claws,-
707,dreamer's shield,-
708,dreamer's armor,-
709,light claws,-
710,light shield,-
711,light armor,-
712,courage claws,-
713,courage shield,-
714,courage armor,-
715,partner's claws,-
716,partner's shield,-
717,partner's armor,-
718,sound claws,-
719,sound shield,-
720,sound armor,-
721,wild claws,-
722,wild shield,-
723,wild armor,-
724,love claws,-
725,love shield,-
726,love armor,-
727,ninja claws,-
728,ninja shield,-
729,ninja armor,-
730,replenishing claws,-
731,replenishing shield,-
732,replenishing armor,-
733,energy claws,-
734,energy shield,-
735,energy armor,-
736,spiky claws,-
737,spiky shield,-
738,spiky armor,-
739,swampy claws,-
740,swampy shield,-
741,swampy armor,-
742,misty claws,-
743,misty shield,-
744,misty armor,-
745,glorious claws,-
746,glorious shield,-
747,glorious armor,-
748,dark claws,-
749,dark shield,-
750,dark armor,-
751,punk claws,-
752,punk shield,-
753,punk armor,-
754,cracked claws,-
755,cracked shield,-
756,cracked armor,-
757,crusty claws,-
758,crusty shield,-
759,crusty armor,-
760,sandy claws,-
761,sandy shield,-
762,sandy armor,-
763,sunny claws,-
764,sunny shield,-
765,sunny armor,-
766,indigenous claws,-
767,indigenous shield,-
768,indigenous armor,-
769,underwater claws,-
770,underwater shield,-
771,underwater armor,-
772,blast claws,-
773,blast shield,-
774,blast armor,-
775,claws of determination,-
776,shield of determination,-
777,armor of determination,-
778,earthquake claws,-
779,earthquake shield,-
780,earthquake armor,-
781,eruption claws,-
782,eruption shield,-
783,eruption armor,-
784,nuclear claws,-
785,nuclear shield,-
786,nuclear armor,-
787,dragon claws,-
788,dragon shield,-
789,dragon armor,-
790,popsicle claws,-
791,popsicle shield,-
792,popsicle armor,-
793,polar claws,-
794,polar shield,-
795,polar armor,-
796,aurora claws,-
797,aurora shield,-
798,aurora armor,-
799,animal adventure emblem,-
800,wood dagger,-
801,wood shield,-
802,wood armor,-
803,copper dagger,-
804,copper shield,-
805,copper armor,-
806,heavy dagger,-
807,heavy shield,-
808,heavy armor,-
809,mountain dagger,-
810,mountain shield,-
811,mountain armor,-
812,assassin's dagger,-
813,assassin's shield,-
814,assassin's armor,-
815,phenomenal dagger,-
816,phenomenal shield,-
817,phenomenal armor,-
818,epicenter dagger,-
819,epicenter shield,-
820,epicenter armor,-
821,dimensional dagger,-
822,dimensional shield,-
823,dimensional armor,-
824,pirate dagger,-
825,pirate shield,-
826,pirate armor,-
827,epic dagger,-
828,epic shield,-
829,epic armor,-
830,arcane dagger,-
831,arcane shield,-
832,arcane armor,-
833,lunar dagger,-
834,lunar shield,-
835,lunar armor,-
836,fierce dagger,-
837,fierce shield,-
838,fierce armor,-
839,curvy dagger,-
840,curvy shield,-
841,curvy armor,-
842,kinky dagger,-
843,kinky shield,-
844,kinky armor,-
845,forest dagger,-
846,forest shield,-
847,forest armor,-
848,excavation dagger,-
849,excavation shield,-
850,excavation armor,-
851,secular dagger,-
852,secular shield,-
853,secular armor,-
854,crystal dagger,-
855,crystal shield,-
856,crystal armor,-
857,cave dagger,-
858,cave shield,-
859,cave armor,-
860,tropical dagger,-
861,tropical shield,-
862,tropical armor,-
863,curly dagger,-
864,curly shield,-
865,curly armor,-
866,island dagger,-
867,island shield,-
868,island armor,-
869,ocean dagger,-
870,ocean shield,-
871,ocean armor,-
872,magma dagger,-
873,magma shield,-
874,magma armor,-
875,chocolate dagger,-
876,chocolate shield,-
877,chocolate armor,-
878,fenix dagger,-
879,fenix shield,-
880,fenix armor,-
881,explosive dagger,-
882,explosive shield,-
883,explosive armor,-
884,melting dagger,-
885,melting shield,-
886,melting armor,-
887,volcano dagger,-
888,volcano shield,-
889,volcano armor,-
890,icy dagger,-
891,icy shield,-
892,icy armor,-
893,winter dagger,-
894,winter shield,-
895,winter armor,-
896,snowman dagger,-
897,snowman shield,-
898,snowman armor,-
899,thief emblem,-
900,toy dagger,-
901,toy shield,-
902,toy armor,-
903,handicrafted dagger,-
904,handicrafted shield,-
905,handicrafted armor,-
906,dreamer's dagger,-
907,dreamer's shield,-
908,dreamer's armor,-
909,light dagger,-
910,light shield,-
911,light armor,-
912,courage dagger,-
913,courage shield,-
914,courage armor,-
915,partner's dagger,-
916,partner's shield,-
917,partner's armor,-
918,sound dagger,-
919,sound shield,-
920,sound armor,-
921,wild dagger,-
922,wild shield,-
923,wild armor,-
924,love dagger,-
925,love shield,-
926,love armor,-
927,ninja dagger,-
928,ninja shield,-
929,ninja armor,-
930,replenishing dagger,-
931,replenishing shield,-
932,replenishing armor,-
933,energy dagger,-
934,energy shield,-
935,energy armor,-
936,spiky dagger,-
937,spiky shield,-
938,spiky armor,-
939,swampy dagger,-
940,swampy shield,-
941,swampy armor,-
942,misty dagger,-
943,misty shield,-
944,misty armor,-
945,glorious dagger,-
946,glorious shield,-
947,glorious armor,-
948,dark dagger,-
949,dark shield,-
950,dark armor,-
951,punk dagger,-
952,punk shield,-
953,punk armor,-
954,cracked dagger,-
955,cracked shield,-
956,cracked armor,-
957,crusty dagger,-
958,crusty shield,-
959,crusty armor,-
960,sandy dagger,-
961,sandy shield,-
962,sandy armor,-
963,sunny dagger,-
964,sunny shield,-
965,sunny armor,-
966,indigenous dagger,-
967,indigenous shield,-
968,indigenous armor,-
969,underwater dagger,-
970,underwater shield,-
971,underwater armor,-
972,blast dagger,-
973,blast shield,-
974,blast armor,-
975,dagger of determination,-
976,shield of determination,-
977,armor of determination,-
978,earthquake dagger,-
979,earthquake shield,-
980,earthquake armor,-
981,eruption dagger,-
982,eruption shield,-
983,eruption armor,-
984,nuclear dagger,-
985,nuclear shield,-
986,nuclear armor,-
987,dragon dagger,-
988,dragon shield,-
989,dragon armor,-
990,popsicle dagger,-
991,popsicle shield,-
992,popsicle armor,-
993,polar dagger,-
994,polar shield,-
995,polar armor,-
996,aurora dagger,-
997,aurora shield,-
998,aurora armor,-
999,thief adventure emblem,-
